[19/07/22;17.45.40];~?Adesfara: Opp sarung;;
[19/07/22;17.45.42];~?.: bebas soalnya ketutup almamater;;
[19/07/22;17.45.47];~?Adesfara: Tapi wes katok dowo;;
[19/07/22;17.45.52];Zul IT?22 UMS: Opo dikon?;;
[19/07/22;17.45.56];Zul IT?22 UMS: Nah;;
[19/07/22;17.45.56];Inandra IT?22 UMS: sajadah palingan;;
[19/07/22;17.46.10];~?Adesfara: Alat sholt jare enek;;
[19/07/22;17.46.13];~?Adesfara: Wes kompak ae;;
[19/07/22;17.46.16];Zul IT?22 UMS: Yowes sajadah ae;;
[19/07/22;17.46.18];~?Adesfara: Sajadah;;
[19/07/22;17.46.20];~?Adesfara: Sahh;;
[19/07/22;17.46.31];Zul IT?22 UMS: Yoi;;
[19/07/22;17.49.22];~?Adesfara: Iki topine di gowo ora;;
[19/07/22;17.50.11];Dizzo Violeta IT?22 UMS: Tolong info lengkap e di share  dong;;
[19/07/22;17.50.19];~?Adesfara: Ketok e renek;;
[19/07/22;17.50.27];~?Adesfara: Mung dasar e kui;;
[19/07/22;17.50.30];Dizzo Violeta IT?22 UMS: Soale baru masuk grup;;
[19/07/22;17.50.34];~?Adesfara: Awak e ngembang ke dewe;;
[19/07/22;17.50.43];~?Adesfara: .;;
[19/07/22;17.51.52];~?none: sepatu item neng ngisore enek putih e pie? po full item?;;
[19/07/22;17.52.27];~?Adesfara: Pentinh sopan aja;;
[19/07/22;17.52.40];Roby IT?22 UMS: Ket wingi nggor bahas outfitnya mulu dah;;
[19/07/22;17.52.48];Roby IT?22 UMS: Santai wae, pnting rapi;;
[19/07/22;17.53.07];Roby IT?22 UMS: Nek salah po yo bakal dikon muleh;;
[19/07/22;17.53.08];Dizzo Violeta IT?22 UMS: Alat ibadah po wajib gowo?;;
[19/07/22;17.53.15];~?none: siap??;;
[19/07/22;17.53.19];~?Henri: oiya btw setelah ngisi form ini, nanti dapat email kan?;i;sinya user id email dan password
.;;;;
langkah s;elanjutnya;disuruh ngapain ya? ada yang tau? ??;;
[19/07/22;17.53.22];Roby IT?22 UMS: Mesjid okeh bro;;
[19/07/22;17.53.25];~?Adesfara: Wkwkw lha yo;;
[19/07/22;17.53.56];Roby IT?22 UMS: Grup e rame tak kira ada apa, ellah nggor bahas;ou;tfit
[19/07/22;17.55.22];Dizzo Violeta IT?22 UMS: Gor outfit tok seng wajib toh?;;
[19/07/22;17.55.51];~?Adesfara: Sek?;;
[19/07/22;17.56.24];Roby IT?22 UMS: Wes to pnting rapi sopan , nduwur putih, ngisor;ir;eng
[19/07/22;17.56.29];Dizzo Violeta IT?22 UMS: Info dong reservasi almet tanggal 25 op;o;iseh iso di jumuk?
[19/07/22;17.56.42];Dizzo Violeta IT?22 UMS: ?Pesan ini dihapus.;;
[19/07/22;17.56.48];Roby IT?22 UMS: Masih bisa;;
[19/07/22;17.56.54];Dizzo Violeta IT?22 UMS: Yoo suwun bro;;
[19/07/22;17.57.00];Roby IT?22 UMS: Yg pnting sblom tgl 25;;
[19/07/22;17.57.52];Dizzo Violeta IT?22 UMS: Tanggal 25 pas masalahe wkwk;;
[19/07/22;17.58.13];Roby IT?22 UMS: Mulainya jam 7 bro;;
[19/07/22;17.58.20];~?Adesfara: Alat sholat soko grup tele sing takon? neng admin e;;
[19/07/22;17.58.25];~?Adesfara: Alat tulis;;
[19/07/22;17.58.33];Oza IT?22 UMS: Subuh dang budal jupuk almet wkwk;;
[19/07/22;17.58.37];Dizzo Violeta IT?22 UMS: Berarti sak durunge mulai acara to?;;
[19/07/22;17.58.41];idk: yang gelombang 2 ngisi sekarang?;;
[19/07/22;17.58.51];~?Adesfara: Opp kegeden;;
[19/07/22;17.58.57];Dizzo Violeta IT?22 UMS: Iyo iki soale domisili banten adoh wkwk;;
[19/07/22;17.59.11];Roby IT?22 UMS: Ums bukaknya jam 8;;
[19/07/22;17.59.12];~?none: adohmen teko banten;;
[19/07/22;17.59.20];Oza IT?22 UMS: Alat tulis si digowo i opo;;
[19/07/22;17.59.23];~?Firmannn: Itu tulisan nya masih gelombang 1;;
[19/07/22;17.59.32];Roby IT?22 UMS: Buat perang itu wkwk;;
[19/07/22;17.59.38];~?Adesfara: Ketok e yo buku gambar????;;
[19/07/22;17.59.52];Roby IT?22 UMS: Nggowo sak rak buku;;
[19/07/22;17.59.54];~?Adesfara: Walah kos no;;
[19/07/22;18.00.04];~?Adesfara: Aku tak nunut e bos;;
[19/07/22;18.00.06];Oza IT?22 UMS: ?Pesan ini dihapus.;;
[19/07/22;18.00.22];Dizzo Violeta IT?22 UMS: Iyoo iki mangkate yo mung iso tanggal 2;3;selesai ambil ijazah
[19/07/22;18.00.23];Dizzo Violeta IT?22 UMS: Iso pora yoo;;
[19/07/22;18.00.25];idk: ohh pas itu aku ikut ngisi si, tapi ga kelist di gelombang;1;
[19/07/22;18.00.43];Dizzo Violeta IT?22 UMS: Iseh bingung antara kost opo rumah mbah;e;wkw
[19/07/22;18.00.49];Dizzo Violeta IT?22 UMS: Info kost hehe;;
[19/07/22;18.01.09];~?Firmannn: Coba isi ae, trus tanyak kating e;;
[19/07/22;18.01.16];~?Adesfara: Weh mburi ums akeh;;
[19/07/22;18.01.19];~?Adesfara: Tau kos aku;;
[19/07/22;18.01.23];~?Adesfara: 200;;
[19/07/22;18.02.15];Dizzo Violeta IT?22 UMS: Moso toh?;;
[19/07/22;18.02.44];~?Adesfara: Kandani aku soal e wes tau??;;
[19/07/22;18.02.54];dhia IT?22 UMS: pinjem sek naknu almamater e;;
[19/07/22;18.02.58];~?Adesfara: Listri ngko urun dewe ro cah? kos;;
[19/07/22;18.07.51];~?Ysuuf: ?kak diva Fki menambahkan ~?Ysuuf;;
[19/07/22;18.03.57];Dizzo Violeta IT?22 UMS: Murah men;;
[19/07/22;18.04.12];Dizzo Violeta IT?22 UMS: Raenek kenalan kating piye iki wkwk;;
[19/07/22;18.04.15];~?Adesfara: Nak liane 300;;
[19/07/22;18.04.44];~?Adesfara: Lha almet mu np;;
[19/07/22;18.05.34];Dizzo Violeta IT?22 UMS: Enek seng 400 cuma kamar mandi neng job;o,;sedangkan nyarine seng di dalem
[19/07/22;18.05.46];Dizzo Violeta IT?22 UMS: Reservasi ne tanggal 25;;
[19/07/22;18.05.53];~?Adesfara: Lha np??;;
[19/07/22;18.06.04];dhia IT?22 UMS: ukuran mu apa;;
[19/07/22;18.06.08];Dizzo Violeta IT?22 UMS: Aku otw ae tanggal 23 nda cucuk;;
[19/07/22;18.06.08];~?Adesfara: Oalh rpp;;
[19/07/22;18.06.30];~?Adesfara: Omong e suk ps masta almet e soko ums gek reservasi;nu;nggu
[19/07/22;18.06.38];Dizzo Violeta IT?22 UMS: Antrine rodo males wkwk;;
[19/07/22;18.06.45];~?Adesfara: Yen ora tanggal 24 moro;;
[19/07/22;18.06.46];Dizzo Violeta IT?22 UMS: M;;
[19/07/22;18.06.50];~?Adesfara: Ora yo;;
[19/07/22;18.07.05];Dizzo Violeta IT?22 UMS: Tulisane tutup i;;
[19/07/22;18.07.14];dhia IT?22 UMS: aku adanya L mau ga;;
[19/07/22;18.07.28];Dizzo Violeta IT?22 UMS: Ijazahe metune tanggal 23 mepet banget;;
[19/07/22;18.07.37];Dizzo Violeta IT?22 UMS: Po iyo?;;
[19/07/22;18.07.54];labib Awwam IT?22 UMS: ijazahe nyusul esoh mase;;
[19/07/22;18.08.08];Dizzo Violeta IT?22 UMS: Boleh boleh lanjut pc hehe;;
[19/07/22;18.08.45];Dizzo Violeta IT?22 UMS: Durung daftar ulang juga e;;
[19/07/22;18.10.59];~?Adesfara: Mosok;;
[19/07/22;18.11.21];~?Adesfara: Saiki sepi;;
[19/07/22;18.11.33];Dizzo Violeta IT?22 UMS: Iyoo i;;
[19/07/22;18.11.51];Dizzo Violeta IT?22 UMS: Masalahe tikete hari sabtu wkwk;;
[19/07/22;18.11.54];~?Adesfara: Kosek iki awak e kakean mbahas outfit ngasi lali kum;pu;l e neng di
[19/07/22;18.12.11];Inandra IT?22 UMS: jare koncoku tgl 24 iseh buka;;
[19/07/22;18.12.17];~?Adesfara: Percumah wes toto? rareti ngone;;
[19/07/22;18.12.31];~?Adesfara: Ranane tutup yoan??;;
[19/07/22;18.12.49];Dizzo Violeta IT?22 UMS: Lha ya betul;;
[19/07/22;18.13.05];Dizzo Violeta IT?22 UMS: Di web tutup i;;
[19/07/22;18.13.09];Inandra IT?22 UMS: wkwkwk;;
[19/07/22;18.13.12];Ami IT?22 UMS: Minggu pora tgl 24;;
[19/07/22;18.13.13];Zheika IT?22 UMS: 24 minggu;;
[19/07/22;18.13.34];~?Adesfara: Yo dino jumat nak ra septu;;
[19/07/22;18.13.38];~?Adesfara: Iseh enek dino;;
[19/07/22;18.13.55];~?Adesfara: Inpo lokasih kumpul?;;
[19/07/22;18.14.18];Zheika IT?22 UMS: Info jipuk almamater e ra sesuai reservasi ole;h;ora lur?
[19/07/22;18.14.33];Ami IT?22 UMS: Oleh;;
[19/07/22;18.14.46];Zheika IT?22 UMS: Shapp suwun;;
[19/07/22;18.14.49];~?Adesfara: Penting jimuk ngono ae;;
[19/07/22;18.14.52];~?Adesfara: Parani;;
?[19/07/2;2 18.16.49;] Inandra IT?22 UMS: ?gambar tidak disertakan;;
[19/07/22;18.17.23];~?Adesfara: Lha yo to;;
[19/07/22;18.17.27];~?Adesfara: Wkwkw;;
[19/07/22;18.18.14];Dizzo Violeta IT?22 UMS: Berarti harus reservasi ulang yoo;;
[19/07/22;18.18.28];~?none: langsung moro gapopo;;
[19/07/22;18.18.35];Inandra IT?22 UMS: langsung ae gapo sepertinya;;
[19/07/22;18.18.40];Dizzo Violeta IT?22 UMS: Serius?;;
[19/07/22;18.18.45];~?Adesfara: Pie lur;;
[19/07/22;18.18.46];Zul IT?22 UMS: Ini ada yang udah ambil almamater tapi blum dikas;ih;ktm?
[19/07/22;18.18.48];~?Adesfara: Lokasi;;
[19/07/22;18.18.52];~?Adesfara: Butuh tenan iki;;
[19/07/22;18.19.05];~?none: neng gedung siti walidah lantai 3 mrono jukuk antrian la;ng;sung rpp aku ke ngunu
[19/07/22;18.19.06];~?Adesfara: Jare kancaku mau rusak isehan;;
[19/07/22;18.19.20];Dizzo Violeta IT?22 UMS: Ngga perlu reservasi online po?;;
[19/07/22;18.19.24];Zul IT?22 UMS: Oalah ok ,tak kiro wes iso meh jupuk rono;;
[19/07/22;18.19.37];~?none: reservasi sek yo gapopo;;
[19/07/22;18.19.50];Inandra IT?22 UMS: lokasi opo lhur;;
[19/07/22;18.19.57];~?Adesfara: Kumpul;;
[19/07/22;18.20.04];Dizzo Violeta IT?22 UMS: Reservasi ulang po iso?;;
[19/07/22;18.20.10];~?Adesfara: Awak e mangkt suk neng di pas e lokasine;;
[19/07/22;18.20.13];labib Awwam IT?22 UMS: ngarep coloseum;;
[19/07/22;18.20.14];~?Adesfara: Kampus pr;;
[19/07/22;18.20.23];~?Adesfara: Ngendi kui;;
[19/07/22;18.20.32];Inandra IT?22 UMS: gedung siwal wkwk;;
[19/07/22;18.20.40];Inandra IT?22 UMS: labib ngundange coloseum;;
[19/07/22;18.20.40];~?none: cobo neng web e, kudune si gapopo;;
[19/07/22;18.20.57];Dizzo Violeta IT?22 UMS: Woke suwun;;
[19/07/22;18.21.23];~?Adesfara: Share lok ae;;
[19/07/22;18.21.28];~?Adesfara: Ben do reti;;
[19/07/22;18.21.31];~?Adesfara: Ra keblasuk;;
?[19/07/2;2 18.21.42;] Zul IT?22 UMS: ?stiker tidak disertakan;;
[19/07/22;18.21.58];Dizzo Violeta IT?22 UMS: Arep ngumpul kapann?;;
[19/07/22;18.22.06];Dizzo Violeta IT?22 UMS: Pas event toh?;;
[19/07/22;18.22.12];Heidar IT UMS?22: Meh kumpul ki mangkatte?;;
[19/07/22;18.22.14];Inandra IT?22 UMS: iyo pas tanggal 25;;
[19/07/22;18.22.21];Inandra IT?22 UMS: manut lhur;;
[19/07/22;18.22.29];~?none: gen bareng bareng po sak prodi??;;
[19/07/22;18.22.34];~?Adesfara: Kumpul e langsung lokasi opp ngendi;;
[19/07/22;18.22.36];~?none: yo kenek wi;;
[19/07/22;18.22.39];~?Adesfara: Ayo gas;;
[19/07/22;18.22.51];~?Adesfara: Wes rasah mbahas outfit;;
[19/07/22;18.23.00];~?none: shap??;;
[19/07/22;18.23.07];Inandra IT?22 UMS: yo kumpul ndi;;
[19/07/22;18.23.07];~?Adesfara: Neng tele isine gur geger ae outfit;;
[19/07/22;18.23.13];Heidar IT UMS?22: Sabi sih;;
[19/07/22;18.23.15];Zul IT?22 UMS: Tru;;
[19/07/22;18.23.17];~?fiba: Ono seng seko jatim ora;;
